Authors,Author,Year,Journal,DOI,Link,Abstract,Keywords,Num
Rialti R.; Marzi G.; Silic M.; Ciappei C.,"Rialti, Riccardo (57193703398); Marzi, Giacomo (57188549922); Silic, Mario (55793865700); Ciappei, Cristiano (8513137300)",2018,Business Process Management Journal,10.1108/BPMJ-07-2017-0210,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048868415&doi=10.1108%2fBPMJ-07-2017-0210&partnerID=40&md5=dbe662121194e23055f358d478fcc8e9,"Purpose: The purpose of this paper is to explore the effect of big data analytics-capable business process management systems (BDA-capable BPMS) on ambidextrous organizations’ agility. In particular, how the functionalities of BDA-capable BPMS may improve organizational dynamism and reactiveness to challenges of Big Data era will be explored. Design/methodology/approach: A theoretical analysis of the potential of BDA-capable BPMS in increasing organizational agility, with particular attention to the ambidextrous organizations, has been performed. A conceptual framework was subsequently developed. Next, the proposed conceptual framework was applied in a real-world context. Findings: The research proposes a framework highlighting the importance of BDA-capable BPMS in increasing ambidextrous organizations’ agility. Moreover, the authors apply the framework to the cases of consumer-goods companies that have included BDA in their processes management. Research limitations/implications: The principal limitations are linked to the need to validate quantitatively the proposed framework. Practical implications: The value of the proposed framework is related to its potential in helping managers to fully understand and exploit the potentiality of BDA-capable BPMS. Moreover, the implications show some guidelines to ease the implementation of such systems within ambidextrous organizations. Originality/value: The research offers a model to interpret the effects of BDA-capable BPMS on ambidextrous organizations’ agility. In this way, the research addresses a significant gap by exploring the importance of information systems for ambidextrous organizations’ agility. © 2018, Emerald Publishing Limited.",Agile; Agility; Ambidexterity; Big data; Information systems,2-s2.0-85048868415
Nasir M.; South-Winter C.; Ragothaman S.; Dag A.,"Nasir, Murtaza (57203813391); South-Winter, Carole (56132021200); Ragothaman, Srini (57205440457); Dag, Ali (56924945100)",2019,Industrial Management and Data Systems,10.1108/IMDS-12-2017-0579,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053029179&doi=10.1108%2fIMDS-12-2017-0579&partnerID=40&md5=56921f27acfc01e2d247d0f59c5ced08,"Purpose: The purpose of this paper is to formulate a framework to construct a patient-specific risk score and therefore to classify these patients into various risk groups that can be used as a decision support mechanism by the medical decision makers to augment their decision-making process, allowing them to optimally use the limited resources available. Design/methodology/approach: A conventional statistical model (logistic regression) and two machine learning-based (i.e. artificial neural networks (ANNs) and support vector machines) data mining models were employed by also using five-fold cross-validation in the classification phase. In order to overcome the data imbalance problem, random undersampling technique was utilized. After constructing the patient-specific risk score, k-means clustering algorithm was employed to group these patients into risk groups. Findings: Results showed that the ANN model achieved the best results with an area under the curve score of 0.867, while the sensitivity and specificity were 0.715 and 0.892, respectively. Also, the construction of patient-specific risk scores offer useful insights to the medical experts, by helping them find a trade-off between risks, costs and resources. Originality/value: The study contributes to the existing body of knowledge by constructing a framework that can be utilized to determine the risk level of the targeted patient, by employing data mining-based predictive approach. © 2018, Emerald Publishing Limited.",Business analytics; Clustering; Data mining; Decision support systems; Healthcare management,2-s2.0-85053029179
Wynn M.,"Wynn, Martin (7005117935)",2008,Management Research News,10.1108/01409170910922041,https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349311715&doi=10.1108%2f01409170910922041&partnerID=40&md5=9fcb3fb69c2817f8a1685a78ee31738b,"Purpose: The purpose of this paper is to further understanding of how information systems (IS) strategy is developed and implemented in small and medium-sized enterprises (SMEs). Design/methodology/approach: The purpose utilizes eight case studies, each one covering an 18-24 month time span. Qualitative research based on first-hand experience (action-research), interviews, meeting minutes, Board papers, final reports. Earl's model of IS strategy development is used as a framework for assessing strategy development and implementation. Findings: All three approaches identified by Earl are valid, depending on business context. All eight companies have been successful in their IS investment, some showing significant bottom-line benefits. Research limitations/implications: Shows value of properly managed IS strategy deployment in SMEs. Should encourage SMEs to adopt mid- to long-term approach to IS, linked to business plan. Models for IS strategy development and alignment could be progressed in subsequent research, focussing on some of these company projects and others just starting Practical implications: Case studies provide real life examples of IS good practice in SMEs. Cases can also be used as ""benchmarks"". Supports alignment of IS strategy with overall business strategy. May encourage other companies to explore use of knowledge transfer partnership (KTP) scheme for IS strategy deployment. Originality/value: The case examples are original and have not been studied before. Strategic options, key decisions, product selections and benefits gained are of value as examples to senior management and IS professionals in industry. Provides examples of how KTP scheme operates. © Emerald Group Publishing Limited.",Information systems; Knowledge transfer; Small to medium-sized enterprises,2-s2.0-70349311715
Beverungen D.; Kundisch D.; Wünderlich N.,"Beverungen, Daniel (24777868800); Kundisch, Dennis (6507197389); Wünderlich, Nancy (54411551600)",2020,Journal of Service Management,10.1108/JOSM-03-2020-0066,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85090313955&doi=10.1108%2fJOSM-03-2020-0066&partnerID=40&md5=703ada8f82669732c9b956ce213aced2,"Purpose: The purpose of this paper is to identify strategic options and challenges that arise when an industrial firm moves from providing smart service toward providing a platform. Design/methodology/approach: This conceptual study takes on a multidisciplinary research perspective that integrates concepts, theories and insights from service management and marketing, information systems and platform economics. Findings: The paper outlines three platform types – smart data platform, smart product platform and matching platform – as strategic options for firms that wish to evolve from smart service providers to platform providers. Research limitations/implications: Investigating smart service platforms calls for launching interdisciplinary research initiatives. Promising research avenues are outlined to span boundaries that separate different research disciplines today. Practical implications: Managing a successful transition from providing smart service toward providing a platform requires making significant investments in IT, platform-related capabilities and skills, as well as implement new approaches toward relationship management and brand-building. Originality/value: The findings described in this paper are valuable to researchers in multiple disciplines seeking to develop and to justify theory related to platforms in industrial scenarios. © 2020, Emerald Publishing Limited.",Business-to-business (B2B) markets; Information systems; Interdisciplinary research; Manufacturing company; Multi-sided markets; Platform; Platform economics; Smart service; Smart service provider,2-s2.0-85090313955
Bai C.; Sarkis J.; Wei X.; Koh L.,"Bai, Chunguang (24485581400); Sarkis, Joseph (57194726123); Wei, Xiaopeng (7402117019); Koh, Lenny (24824748600)",2012,Supply Chain Management,10.1108/13598541211212221,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84856766970&doi=10.1108%2f13598541211212221&partnerID=40&md5=01f1b0b0e888986aa17208b4928a4d44,"Purpose: The purpose of this paper is to introduce a methodology to help evaluate, select, and monitor sustainable supply chain performance measurement that can be integrated into a performance management system (PMS). Design/methodology/approach: Grey-based neighborhood rough set theory is used to help arrive at a core set of important business and environmental performance measures for sustainable supply chains. The supply chain operations reference (SCOR) model is used to develop both business and environmental measures for supply chain sourcing. Findings: A case illustration shows the applicability of the methodology. A sensitivity analysis shows that variations in outcome considerations may greatly influence the set of key performance measures for a sustainable supply chain PMS. Research limitations/implications: The methodology and presentation is conceptual, yet the tool can provide very useful interpretations for both researchers and practitioners. Practical implications: The tool can be valuable for companies that are trying to identify key environmental and business performance measures for their supply chains. It helps save resources by not requiring the management of a burdensome and complex set of performance measures. Originality/value: This is one of the few approaches that helps to clearly identify and narrow the set of performance measures for sustainable supply chains. It attempts to do so with minimal information loss. It is also the first time that grey techniques have been integrated with neighborhood rough set methodology. © Emerald Group Publishing Limited.",Ecological sustainable performance measures; Supply chain management; Supply chain operations reference model; Neighborhood rough set; Sustainable development,2-s2.0-84856766970
Wolverton C.; Stevens D.,"Wolverton, Colleen (57201388137); Stevens, David (57189994147)",2020,Online Information Review,10.1108/OIR-04-2019-0115,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077543581&doi=10.1108%2fOIR-04-2019-0115&partnerID=40&md5=3d5747e335c2cc9c5e571520ce7ed53d,"Purpose: The purpose of this paper is to investigate and quantify the effects of personality traits, as defined by the five-factor model (FFM) on an individual’s ability to detect fake news. The findings of this study are increasingly important because of the proliferation of social media news stories and the exposure of organizational stakeholders and business decision makers to a tremendous amount of information, including information that is not correct (a.k.a. disinformation). Design/methodology/approach: The data were collected utilizing the snowball sampling methodology. Students in an Management Information Systems course completed the survey. Since a diverse sample was sought, survey participants were instructed to recruit another individual from a different generation. The survey questions of the FFM identify particular personality traits in respondents. Survey respondents were given a collection of nine news stories, five of which were false and four that were true. The number of correctly identified stories was recorded, and the effect of personality traits on the ability of survey respondents to identify fake news was calculated using eta-squared and the effect size index. Findings: Each of the five factors in the FFM demonstrated an effect on an individual’s ability to detect disinformation. In fact, every single variable studied had at least a small effect size index, with one exception: gender, which had basically no effect. Therefore, each variable studied (with the exception of gender) explained a portion of the variability in the number of correctly identified false news stories. Specifically, this quantitative research demonstrates that individuals with the following personality traits are better able to identify disinformation: closed to experience or cautious, introverted, disagreeable or unsympathetic, unconscientious or undirected and emotionally stable. Originality/value: There is scant research on an individual’s ability to detect false news stories, although some research has been conducted on the ability to detect phishing (a type of social engineering attack to obtain funds or personal information from the person being deceived). The results of this study enable corporations to determine which of their customers, investors and other stakeholders are most likely to be deceived by disinformation. With this information, they can better prepare for and combat the impacts of misinformation on their organization, and thereby avoid the negative financial impacts that result. © 2019, Emerald Publishing Limited.",Disinformation; Five-factor model (FFM) of personality; Social media; Technology disruption,2-s2.0-85077543581
Zhang Z.,"Zhang, Zuopeng (57924154800)",2018,Business Process Management Journal,10.1108/BPMJ-08-2015-0119,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044272049&doi=10.1108%2fBPMJ-08-2015-0119&partnerID=40&md5=e8f06c41cc349e25f6cd25175aa99e81,"Purpose: The purpose of this paper is to present and study an analytical model of knowledge management (KM) in which employees’ fit with a firm’s organizational culture improves with their sharing and learning of the firm’s common organizational practices. Design/methodology/approach: Incentive rewards motivate knowledge workers to share their knowledge and contribute to a firm’s central knowledge base. The authors develop a model in which the firm’s cultural fit changes with the sequence of KM-based business processes including sharing, learning, evaluation, and production, and then analytically investigate the design of knowledge sharing rewards as well as the business process sequence to shape a firm’s organizational cultural fit and maximize its profit. Findings: The best sequence of KM processes is solved in the following order: (Announcement), (Evaluation), (Sharing), (Learning), and (Production). The sharing reward for knowledge workers is analytically derived accordingly, which increases with the level of KM systems and decreases with the probability of a worker staying in the firm, the probability of a culturally unfit worker being identified by the firm, and the probability of a worker being culturally fit on the labor market. The optimal volume of knowledge base is also investigated with respect to these factors. Originality/value: Applying a novel analytical approach, the authors model and study KM processes and their relationships with organizational culture and incentives. The research provides valuable insights for managers to implement KM practices. © 2018, Emerald Publishing Limited.",Business process; Incentives; Information technology; Knowledge management; Knowledge sharing; Organizational culture,2-s2.0-85044272049
Georgantzas N.C.; Katsamakas E.G.,"Georgantzas, Nicholas C. (6603325691); Katsamakas, Evangelos G. (22985533000)",2010,Business Process Management Journal,10.1108/14637151011076494,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957028605&doi=10.1108%2f14637151011076494&partnerID=40&md5=05aa8795ca554aa380d2f1b30f35b6fa,"Purpose: The purpose of this paper is to understand the relationship between information systems (IS) integration and business performance in the context of the ad traffic system of a media company. Design/methodology/approach: A system dynamics (SD) model that shows ad traffic system structure was developed and simulation scenarios were examined. Findings: Simulation scenarios identify the dysfunctional effects of the lack of IS integration. The model shows how IS integration problems increase the dynamic complexity of business processes, resulting in poor business performance. It also shows how and why IS integration improvements can lead to superior performance. Research limitations/implications: Researchers of business process management will benefit from a wider adoption of simulation and SD modeling approaches. The modeling process and model validation are discussed. Practical implications: SD modeling can help organizations analyze and streamline their business processes through IT, significantly and sustainably improving their business performance. Originality/value: Modeling the relationship between IS integration and business performance through time. © Emerald Group Publishing Limited.",Business performance; Information media; Information systems; Integration; Modelling,2-s2.0-77957028605
Wynn M.G.; Turner P.; Lau E.,"Wynn, Martin George (7005117935); Turner, Phillip (57198970396); Lau, Erin (36992407000)",2013,Journal of Small Business and Enterprise Development,10.1108/JSBED-03-2012-0044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888364352&doi=10.1108%2fJSBED-03-2012-0044&partnerID=40&md5=806924b322edfb1ce45262eefc3ce177,"Purpose: The purpose of this research paper is to explore the impacts of e-business technology adoption at process level in SMEs. Design/methodology/approach: The paper reviews a range of literature and mainstream models relating to e-business impacts in SMEs and then focuses on two in-depth case studies. The cases draw their empirical material from the involvement of the authors in e-business project management in these two companies. Findings: The two case studies show significant impacts of e-business technology at process level. They also illustrate how contrasting information systems strategies can successfully embrace e-business process change, and suggest the importance of organisational issues in determining the degree of benefits delivery. Research limitations/implications: The paper suggests a framework for analysing the impact of e-business at process level that can be used with other SME case studies. Practical implications: The suggested assessment framework can be used for comparison with e-business implementations in other SMEs. Originality/value: The value of the case studies lies in their originality and the paper highlights the potential impacts and benefits of e-business at process level. The suggested assessment framework builds on existing models and concepts but provides an update and customisation relevant to today's e-business technologies and business environment. © Emerald Group Publishing Limited.",Assessment framework; E-business; Information systems; Legacy systems; Process change; Process models; SMEs,2-s2.0-84888364352
Lunce S.E.; Lunce L.M.; Kawai Y.; Maniam B.,"Lunce, Stephen E. (6602659638); Lunce, Leslie M. (36488167500); Kawai, Yoko (36488113800); Maniam, Balasundrum (6603360359)",2006,Industrial Management and Data Systems,10.1108/02635570610712618,https://www.scopus.com/inward/record.uri?eid=2-s2.0-33749993027&doi=10.1108%2f02635570610712618&partnerID=40&md5=9d49f5e85ea8b9bc97f926dbddf4d7ff,"Purpose: The purpose of this study is a comparative analysis of two electronic grocers, one success and one failure, in order to attempt to identify the critical success factors that contributed to their different performances. Design/methodology/approach: Four aspects of each company's operations are explored and compared in this side-by-side case study. The foci of this study are strategic management, logistical infrastructure, information technology deployments, and marketing strategies. Findings: The success of Peapod was the result, in general, of application of good strategy and knowledge about the opportunities provided in e-commerce. Webvan's failure, in general, was attributable to the design of its logistics system, the misunderstanding of the capabilities of information technology, and ineffective marketing. Research limitations/implications: This study investigates only two online grocers, and the lessons learned in this comparative case study may not be applicable to other types of online business. Practical implications: This paper provides insights into successful retail e-commerce operations through the comparison of successful and unsuccessful firms in a specific business. From the analysis, businesses and individuals who are considering the future of e-commerce for their enterprise should better understand the factors that contribute to success and failure in a pure-play environment. Originality/value: Several studies have investigated how internet businesses function, and how the customers of online businesses differ from traditional business customers. Some studies have offered comparisons of differing levels of performance within a specific e-business; however, this report investigates the reasons for the success and failure through its comparative analysis of specific managerial activities. © Emerald Group Publishing Limited.",Electronic-commerce; Internet; Online operations; Retail management; Strategic management,2-s2.0-33749993027
Kumar S.; Swanson E.; Tran T.,"Kumar, Sameer (55616292300); Swanson, Eric (57192892567); Tran, Thuy (26026152100)",2009,International Journal of Health Care Quality Assurance,10.1108/09526860910927961,https://www.scopus.com/inward/record.uri?eid=2-s2.0-59349089521&doi=10.1108%2f09526860910927961&partnerID=40&md5=3b22c23504b2f0d2f0c618074bdff109,"Purpose: The purposes of this study are to first, determine the most efficient and cost effective portions of the healthcare supply chain in which radio frequency identification devices (RFID) can be implemented. Second, provide specific examples of RFID implementation and show how these business applications will add to the effectiveness of the healthcare supply chain. And third, to describe the current state of RFID technology and to give practical information for managers in the healthcare sector to make sound decisions about the possible implementation of RFID technology within their organizations. Design/methodology/approach: Healthcare industry literature was reviewed and examples of specific instances of RFID implementation were examined using an integrated simulation model developed with Excel, @Risk and Visio software tools. Findings: Analysis showed that the cost of implementing current RFID technology is too expensive for broad and sweeping implementation within the healthcare sector at this time. However, several example applications have been identified in which this technology can be effectively leveraged in a cost-effective way. Practical implications: This study shows that RFID technology has come a long way in the recent past and has potential to improve healthcare sector productivity and efficiency. Implementation by large companies such as Wal-mart has helped to make the technology become much more economical in its per unit cost as well as its supporting equipment and training costs. Originality/value: The originality of this study lies in the idea that few practical and pragmatic approaches have been taken within the academic field of study for the implementation of RFID into the healthcare supply chain. Much of the research has focused on specific companies or portions of the supply chain and not the entire supply chain. Also, many of the papers have discussed the future of the supply chain that is heavily dependent on advances in RFID technology. A few viable applications of how RFID technology can be implemented in the healthcare supply chain are presented and how the current state of technology limits the broad use and implementation of this technology in the healthcare industry. © Emerald Group Publishing Limited.",Health services; Patient care; Pharmaceutical products; Radio systems; Supply chain management; Value chain,2-s2.0-59349089521
Eichhorn B.; Tukel O.,"Eichhorn, Bradford (57201671030); Tukel, Oya (57193052238)",2018,International Journal of Managing Projects in Business,10.1108/IJMPB-02-2017-0016,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045696196&doi=10.1108%2fIJMPB-02-2017-0016&partnerID=40&md5=52afa12631d6d2a283d3c7a0cb8bec25,"Purpose: There are differing views and results in the literature regarding whether the user’s participation has a positive or negative impact, if any, on the success of an information system (IS) project. The purpose of this paper is to develop a comprehensive model with four main hypotheses to test the relationships between seven constructs using survey data conducted in the USA. Design/methodology/approach: The authors develop a structural equation model (SEM) with four constructs defining the activities the user participates in and three constructs defining user satisfaction as a measure of project success. As such, the proposed SEM is the most comprehensive among the models offered in the literature to date, and includes, for the first time, a presentation requirement construct as a specific system requirement for possible user participation. Findings: The authors find that a business user’s participation in functional requirements benefits project outcome, whereas business users should not participate in gathering presentation requirements unless they are experienced middle managers. Research limitations/implications: This study surveyed many industries across the USA and provided a solid statistical base for analysis. Future research should consider exploring IS projects in other countries since various cultures can differ in how they approach to such projects. Additionally, industries are known to have dissimilar needs; therefore, a study exploring specific industries would add to the available research. Practical implications: The authors find that when the general business user participates in certain activities that relate to presentation of the system, his/her involvement negatively impacts the project success. However, if that business user is a middle manager, he/she has a positive impact on the project success. Similarly, when the business user participates in managing the projects, that involvement negatively impacts the project outcome (although the amount of negative impact is relatively small). These results should have an influence on the way the IS project managers allocate business resources to activities, and their decisions regarding whether and where the business users participate. Social implications: The authors expect higher levels of business user satisfaction on IS projects if they are allocated to a limited subset of project activities that has a positive impact on project outcomes. Originality/value: The authors believe these findings contribute to this research domain considerably since they are based on a large sample size on a new comprehensive model of business users that can be generalized across industries. The separation of business requirements into functional and presentation requirements has suggested that there are differing impacts to the project depending on the type of business user involved. © 2018, Emerald Publishing Limited.",Business requirements; Comprehensive; Functional requirements; Presentation requirements; Project management; Project success; User participation,2-s2.0-85045696196
Stone D.N.; Nikitkov A.N.; Miller T.C.,"Stone, Dan N. (8452965600); Nikitkov, Alexei N. (24071744300); Miller, Timothy C. (54581411900)",2014,Qualitative Research in Accounting and Management,10.1108/QRAM-06-2013-0025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927509557&doi=10.1108%2fQRAM-06-2013-0025&partnerID=40&md5=4b91d875d1298b0f8f22796884fe5d0b,"Purpose: This paper aims to adapt Simons' (1995b) theory of the role of information technology (IT) in shaping and facilitating the levers of control (i.e. the Levers of Control Applied to Information Technology - LOCaIT) as a framework for investigating how eBay's business strategy was realized through its management control system (MCS) in the first 10 years of the online auction market. Design and method: The qualitative method uses data from public record interviews, teaching cases, books, Securities and Exchange Commission filings and other archival sources to longitudinally trace the realization of eBay's strategy through its MCS and IT. Findings: Realizing its strategy through the eBay MCS necessitated a diagnostic control system unlike any previously seen. This system created a close-knit online community and enabled buyers and sellers to monitor one another's performance and trustworthiness. Research limitations and implications: The LOCaIT theory facilitated understanding the core aspects of the realization of eBay's strategy through its MCS and IT. However, LOCaIT largely omits the strong linkages evident among elements of the MCS, the importance and necessity of building a core IT infrastructure to support eBay's strategy and the central role of building consumer trust in the realization of this strategy. Practical and social implications: eBay's MCS is now, perhaps, the world's most widely imitated model for creating online trust and user interactions (e.g. Yelp, TripAdvisor, Amazon). In addition, eBay's MCS was ""sold"" as a consumer product that was instrumental in facilitating consumer trust in the online auction market. Originality/value: Contributions include: tracing the creation, growth and evolution of, perhaps, the world's largest and most widely imitated MCS, which redefined the boundaries of accounting systems monitoring; and testing the range, usefulness and limitations of Simons' LOCaIT theory as a lens for understanding eBay's use of IT in their MCS. © Emerald Group Publishing Limited.",Business strategy; Ebay; Information technology; LOCaIT; MCS,2-s2.0-84927509557
Jones P.; Wynn M.G.,"Jones, Peter (57209625905); Wynn, Martin George (7005117935)",2019,International Journal of Contemporary Hospitality Management,10.1108/IJCHM-05-2018-0370,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061305774&doi=10.1108%2fIJCHM-05-2018-0370&partnerID=40&md5=ee4f49832b6de07293434e6da385ec92,"Purpose: This paper aims to review some of the academic literature on the circular economy, natural capital and resilience by tourism and hospitality scholars and to examine how a number of companies and industry bodies within the tourism and hospitality industry have used these concepts in their business operations and development plans. Design/methodology/approach: The paper outlines the importance of sustainability to the tourism and hospitality industry and provides definitions of the concepts of the circular economy, natural capital and resilience. The paper reviews some of the academic literature on these concepts, explores how a number of companies and industry bodies within the tourism and hospitality industry have used them in their business and planning operations and identifies a number of future directions for academic research and managerial contributions. Findings: The concepts illuminate a range of sustainability challenges and opportunities, and some companies use these concepts in their sustainability strategies and development planning. The current depth of theoretical understanding does not lend itself to management strategies, but one fruitful avenue is to explore how information systems can be better deployed to support these concepts and sustainability management in general. Originality/value: The paper provides an accessible exploratory review of how academics and companies are focussing on the concepts of the circular economy, natural capital and resilience in the tourism and hospitality industry. As such, it will be of interest to academics, students and practitioners interested in the hospitality industry. © 2019, Emerald Publishing Limited.",Circular economy; Information systems; Natuaral capital; Resilience; Sustainability,2-s2.0-85061305774
Blowfield M.; Dolan C.,"Blowfield, Mick (24079894900); Dolan, Catherine (57203229234)",2010,Corporate Governance,10.1108/14720701011069704,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956134821&doi=10.1108%2f14720701011069704&partnerID=40&md5=6dc9d89b4d5fb2d489a024d3c4a885cb,"Purpose: This paper seeks to bring together ethical governance theory and empirical findings to examine the shifting nature of governance in global value chains, and the implications of this shift for mainstream companies. In particular, it aims to examine one of the more mature models of ethical value chain governance, Fairtrade, and how this is being used by business. Design/methodology/approach: Information is derived from a longitudinal study of multi-stakeholder co-governance in Kenya and the UK, and an analysis of the literature on similar co-governance models. Findings: The paper shows that mainstream companies are looking to multi-stakeholder models not only to protect their reputation, but as a way of governing ethical dimensions of their value chains. However, rather than a form of co-governance, it has become a way of outsourcing governance, enabling companies to strengthen their public credibility, while simultaneously transferring an especially difficult element of modern value chain governance to organizations enjoying high consumer trust. Yet, primary data suggest that these governance systems are not delivering the benefits promised, at least at the producer level. Practical implications: By outsourcing governance to initiatives with dubious credibility in this way, companies may seem at risk. However, the mismatch between the promise and delivery of Fairtrade does not seem to be affecting consumer confidence and, until it does, companies may continue to benefit from the halo effect of being a Fairtrade ally. But there are also opportunities for companies to use Fairtrade's weaknesses to make the value chain a better avenue for delivering ethical governance, with implications for similar co-governance models. Originality/value: The study draws on one of the very few pieces of longitudinal field research on the impacts of Fairtrade. It approaches Fairtrade from a governance rather than reputations perspective, and emphasizes the implications for mainstream business rather than the co-governance movement. © Emerald Group Publishing Limited.",Fair trade; Governance; Social responsibility; Supply chain management; Value chain,2-s2.0-77956134821
Sealy I.; Wehrmeyer W.; France C.; Leach M.,"Sealy, Ian (6602473665); Wehrmeyer, Walter (6701797915); France, Chris (7103157291); Leach, Matt (7201653112)",2010,Management Research Review,10.1108/01409171011085912,https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957320726&doi=10.1108%2f01409171011085912&partnerID=40&md5=f3874573858c3f65503806d5ba93aa4e,"Purpose: This paper seeks to identify a requirement for a new sustainable development management system (SMS) model for global business organizations (GBOs) and proposes some essential features for such a model. Design/methodology/approach: The concept is developed in four stages. First, a definition of a GBO is developed, after reviewing existing definitions and identifying their limitations. The characteristics of GBOs are reviewed, with emphasis on their implications for the management of sustainability programmes. A review of SMS literature and of existing SMS codes and standards has been made, and the limitations of existing SMSs are critically reviewed. Drawing on this three-part analysis, a new model of an SMS suitable for use in GBOs is described. Findings: Existing definitions of global business organizations are inadequate. Existing sustainability management systems standards and codes do not meet the requirements of global businesses (or indeed of other, regional businesses) in several respects. Originality/value: The paper shows that there are special requirements for SMSs in GBOs, and that these are not met by any of the existing models or proposals in the literature. The paper proposes a new model, which combines best-practice from existing literature with new features. © Emerald Group Publishing Limited.",Management information systems; Modelling; Multinational companies; Sustainable development,2-s2.0-77957320726
Lim C.-L.; Jung W.-J.; Kim Y.E.; Eom C.; Lee S.-Y.T.,"Lim, Chae-Lin (59218038200); Jung, Woo-Jin (57204646197); Kim, Yea Eun (59218038300); Eom, Chanyoung (55903487600); Lee, Sang-Yong Tom (36067975900)",2024,Industrial Management and Data Systems,10.1108/IMDS-08-2023-0591,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198563159&doi=10.1108%2fIMDS-08-2023-0591&partnerID=40&md5=bb5ec0c4bbae7640bd33c6113e641ab4,"Purpose: This research investigates the differential impact of information technology (IT) investments based on their features, such as investment in data management capability, security improvement, IT outsourcing or new IT infrastructure. The Long-Horizon Event Study (LHES) is essential for providing a more appropriate measure of the value of IT investments because firms' strategic decisions often set long-horizon and large-scale organizational goals, and there is inherent uncertainty regarding future cash flows resulting from these investments. Therefore, the authors aim to analyze how announcements of IT investments affect the firm's abnormal stock returns over the long term and to compare the differential impact of different features of IT investment. Design/methodology/approach: The authors gathered IT investment announcements and stock data of listed firms in Korea between 2000 and 2018, and the monthly stock market returns over the 5 years after the announcements. To measure the differential impact of IT investments based on the investment features, the authors separate announcements data into five groups. A LHES is used to estimate the long-term effects of IT investment announcements. Findings: The results indicate that announcements of IT investments had a long-term positive effect on firm performance. Additionally, the findings reveal differential effects of IT investments across industries and investment features. Notably, news of self-developed IT investments and IT investments in the manufacturing industry had significantly positive effects. However, contrary to common belief, announcements of investments in so-called essential IT areas such as data, security, or new IT infrastructure did not yield significant effects. Originality/value: Although the need for LHES has been emphasized in information systems research, few follow-up studies have been conducted since Barua and Mani (2018). This is primarily due to the challenges associated with collecting large-scale abnormal stock returns data over a long horizon. This research represents the first LHES to investigate the differential impact of IT investments based on their features. By doing so, this study can provide valuable insights for decision-makers within firms, helping them understand the time horizon of market outcomes of IT investments based on their features. Furthermore, this work extends the scope of LHES to comprehend the differential impacts of investment features. For instance, managers need to grasp that so-called essential IT investments, such as data management, security enhancements or new IT infrastructure, may not necessarily generate long-term market value. © 2024, Emerald Publishing Limited.",Features of IT investments; IT investments; Long-horizon event study; Long-term business value of IT,2-s2.0-85198563159
Kiu C.T.T.; Chan J.H.,"Kiu, Chun Tung Thomas (58756316200); Chan, Jin Hooi (37010337500)",2024,Industrial Management and Data Systems,10.1108/IMDS-07-2023-0430,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179347384&doi=10.1108%2fIMDS-07-2023-0430&partnerID=40&md5=e97db7496d0531f604aab94045ecab13,"Purpose: This study aims to investigate the factors influencing the adoption of data analytics in performance management. By examining the role of organizational and environmental contexts, this study contributes to the existing literature by proposing a novel and detailed technology-organization-environment (TOE) model for the complex interplay between firm characteristics and the adoption of data analytics. The results offer valuable insights and practical implications for organizations seeking to leverage data analytics for effective performance management. Design/methodology/approach: The research draws upon a data set encompassing over 21,869 companies operating across all European Union member states. A multilevel logistic regression model was developed to evaluate the influence of organizational and environmental factors on the likelihood of adopting performance analytics in organizations. Findings: The findings indicate that the lack of awareness of the benefits of data analytics and its practical application to address specific business challenges is a significant barrier to its adoption. Organizational contexts, such as variable-pay systems, employee training, hierarchical structures and frequency of monetary rewards, also influence the adoption of data analytics. Research limitations/implications: The study informs managers about the strategic role of data analytics capabilities in performance management for improved business intelligence and driving data culture. Practical implications: The study helps managers understand the strategic role of data analytics capabilities in performance management, leading to improved business intelligence and fostering a data-driven culture in five key areas: structural alignment, strategic decision-making, resource allocation, performance improvement and change management. Originality/value: The study advances the TOE theory, making it a more detailed and complete framework, particularly applicable to the adoption of performance analytics. It identifies the main factors of adoption that play a crucial role in this process. © 2023, Emerald Publishing Limited.",Analytics; People analytics; Performance analytics; Performance management; TOE framework,2-s2.0-85179347384
